,  Job No.,Date Received Cust. PO,Customer,EOG & STSB PO,Customer PO,Items,Selling Price Currency,Selling Price,Customer Terms,Inspection Report    No.,Sales Order Ack.,Customer Expected Date,Goods Ready Date,Inv. Date,Exact Inv.,Exact DO.,EOG & STSB DO.,Service Report,Sales Person,Exact PO Date,PO Faxed Out Date,Exact PO No.,Principal / Suppliers,Code,Currency, Buying Price ,Principal / Supplier Terms,Principal / Supplier Order Ack.,Schedule Ship Date,Principal / Supplier Actual Ship Date,Principal / Supplier Invoice No.,Payment to Principal / Supplier Date,AWB No.,Goods Received Date,Duty & Tax RM,Freight Cost RM,Remarks,Total Job,Delivery Schedule Not Met,Purchasing Objective 1,Principal / Supplier Delivery Objectives,Purchasing Objectives Overdue Days,Project ,Date of Approval Drawing,Purchasing Objective 2,Malaysia Holidays,Description
L,0063/16,18-Jan-16,Seabright Sdn Bhd ,-,SBSB-PO1601/1232,Calibration charges for GasAlertMax XT II ,RM , 260.00 ,COD,IR0063/16,SO0063/16,18-Jan-16,18-Jan-16,18-Jan-16,10543,10543,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30275,0,0,0 ,,
T,0064/16,18-Jan-16,Gelombang Timur Supply & Services Sdn Bhd ,-,16-0036,"BW GasAlertMaxXT II, BW GasAlertMicroClip XL ",RM," 25,590.00 ",30 Days,IR0064/16,SO0064/16,19-Jan-16,19-Jan-16,19-Jan-16,10548,10548,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30275,0,0,0 ,,
T,0065/16,18-Jan-16,Warisan SM Enterprise ,-,Verbal ,"Replacement for Oxygen Sensor, Replacement Flex PCB ",RM , 300.00 ,COD,IR0065/16,SO0065/16 ,19-Jan-16,19-Jan-16,19-Jan-16,10553,10553,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30275,0,0,0 ,,
T,0066/16,18-Jan-16,CI Dynamic Sdn Bhd ,-,PO1601/053,Replacement Oxygen (O2) Sensor,RM, 807.50 ,COD,IR0066/16,SO0066/16,19-Jan-16,19-Jan-16,19-Jan-16,10549,10549,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30275,0,0,0 ,,
T,0067/16,19-Jan-16,Polyscientific Enterprise Sdn Bhd ,-,PO-P1009603,BW GasAlertExtreme Ammonia ,RM ," 2,337.50 ",30 Days,IR0067/16,SO0067/16,25-Feb-16,26-Feb-16,26-Feb-16,10732,,-,-,kaili,,,,,,,,,,,,,,,,,,,1,1,0,0,-30276,0,0,0 ,,
T,0068/16 ,19-Jan-16,Sedia Teguh Sdn Bhd (ExxonMobil) ,5285/2016,4501185958,BW GasAlertMicroClip XT ,RM," 9,255.27 ",30 Days,IR0068/16,SO0068/16,29-Feb-16,15-Feb-16,15-Feb-16,10666,-,2016/678,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30276,0,0,0 ,,
L,0069/16,19-Jan-16,Sime Darby Plantation Sdn Bhd ,-,4300314957,Calibration charges for GasAlertMax XT II ,RM , 300.00 ,30 Days,IR0069/16,SO0069/16,20-Jan-16,20-Jan-16,20-Jan-16,10568,10568,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30276,0,0,0 ,,
L,0070/16,19-Jan-16,Beaudrey Asia Sdn Bhd ,-,2016-06-20002,Calibration charges for BW GasAlertMicroClip XT,RM, 300.00 ,COD,IR0070/16,SO0070/16,20-Jan-16,20-Jan-16,20-Jan-16,10561,10561,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30276,0,0,0 ,,
L,0071/16,19-Jan-16,Synthese (Malaysia) Sdn Bhd ,-,POMY-004069,Calibration charges for GasAlertMicroClip XL ,RM, 300.00 ,30 Days,IR0071/16,SO0071/16,20-Jan-16,20-Jan-16,20-Jan-16,10560,10560,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30276,0,0,0 ,,
T,0072/16,19-Jan-16,MMM Supply & Services ,-,Verbal ,Flex PCB for GasAlertMicroClip XT,RM , 140.00 ,COD,IR0072/16,SO0072/16,20-Jan-16,20-Jan-16,20-Jan-16,10563,10563,-,-,hafiz,,,,,,,,,,,,,,,,,,,1,0,0,0,-30276,0,0,0 ,,
T,0073/16,19-Jan-16,The Motorship Co. Sdn Bhd ,-,MPO/16/0041(PR/0041/16),CO Sensor for BW GasAlertMax XT II ,RM ," 1,600.00 ",COD,IR0073/16,SO0073/16 ,21-Jan-16,20-Jan-16,20-Jan-16,10562,10562,-,-,rahimah ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30276,0,0,0 ,,
L,0074/16,19-Jan-16,Welfield Services Sdn Bhd ,-,LB606,"Calibration charges for GasAlertMicroClip XL, Replacement Back Enclosure, Replacement LCD Screen ",RM ," 2,650.00 ",COD,IR0074/16,SO0074/16,29-Feb-16,29-Feb-16,29-Feb-16,10747,10747,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30276,0,0,0 ,,
L,0075/16,19-Jan-16,Langsutra Sdn Bhd ,-,Verbal ,Calibration charges for GasAlertMicroClip XT ,RM , 300.00 ,COD,IR0075/16,SO0075/16,20-Jan-16,20-Jan-16,20-Jan-16,10559,10559,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30276,0,0,0 ,,
L,0076/16,20-Jan-16,Sime Darby Plantation Sdn Bhd ,-,Verbal ,Calibration charges for GasAlertMicro 5 ,RM, 300.00 ,30 Days,IR0076/16,SO0076/16,,,,,,-,-,zaid ,,,,,,,,,,,,,,,,,,Refer Job: 0114/16 ,1,0,0,0,-30277,0,0,0 ,,
T,0077/16,20-Jan-16,Instruparts Engineering Sdn Bhd ,-,14987/SLH,BW GasAlertMaxXT II ,RM ," 3,400.00 ",COD,IR0077/16,SO0077/16,21-Jan-16,21-Jan-16,21-Jan-16,10573,10573,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30277,0,0,0 ,,
P,0078/16,20-Jan-16,Exact Oil & Gas Sdn Bhd (Petronas Gas Berhad) ,PO 004/16,4120134371,Instr Maint-General Anyl/,RM," 700,000.00 ",30 Days,IR0078/16,SO0078/16,,,,,,,,yewking,26-Jan-2016,26-Jan-2016,3548-R2,EBP Engineering Services Pte Ltd ,MISC,USD," 54,425.00 ",COD,-,2-Jun-16,2-Jun-16,20167067,,20167067,6-Jun-16," 14,328.74 ",,,1,0,0,0,4,1,0,0 ,,
P,0078/16,20-Jan-16,Exact Oil & Gas Sdn Bhd (Petronas Gas Berhad) ,,,,,,,,,,,,,,,,guoyi,16-Feb-2016,16-Feb-2016,3548-A,Knick Far East Holding Limited ,MISC,EUR," 38,882.12 ",COD,SA800546,29-Apr-16,,SA800546-HK,,,," 10,986.32 ",,,0,0,0,0,17,0,0,0 ,,
P,0078/16,20-Jan-16,Exact Oil & Gas Sdn Bhd (Petronas Gas Berhad) ,,,,,,,,,,,,,,,,jeffrey,16-Mar-2016,16-Mar-2016,3548-B-R1,ITW Pte Ltd ,MISC,USD," 6,625.00 ",COD,-,26-Apr-16,26-Apr-16,5105981,,FEDEX#7761 9096 5350,28-Apr-16,1579.98,171.47,,0,0,0,0,38,0,0,0 ,,
P,0078/16,20-Jan-16,Exact Oil & Gas Sdn Bhd (Petronas Gas Berhad) ,,,,,,,,,,,,,,,,guoyi,17-Mar-2016,17-Mar-2016,3548-C-R1,Vaf (M) Sdn Bhd ,MISC,RM," 21,119.39 ",30 Days,-,27-Mar-16,27-Mar-16,,,-,27-Mar-16,-,-,,0,0,0,0,39,0,0,0 ,,
P,0078/16,20-Jan-16,Exact Oil & Gas Sdn Bhd (Petronas Gas Berhad) ,,,,,,,,,,,,,,,,jeffrey,24-Mar-2016,24-Mar-2016,3548-D-R1,FGE Control (M) Sdn Bhd ,MISC,RM," 5,294.70 ",COD,-,,,INMY160013001,,,,,,,0,0,0,0,44,0,0,0 ,,
P,0078/16,20-Jan-16,Exact Oil & Gas Sdn Bhd (Petronas Gas Berhad) ,,,,,,,,,,,,,,,,jeffrey,4-Apr-2016,4-Apr-2016,3548-E,Offshore-CPI Supply Sdn Bhd ,MISC,RM," 47,552.24 ",COD,-,,,1951,,,,,,,0,0,0,0,51,0,0,0 ,,
P,0078/16,20-Jan-16,Exact Oil & Gas Sdn Bhd (Petronas Gas Berhad) ,,,,,,,,,,,,,,,,jeffrey,26-Apr-2016,26-Apr-2016,3548-F,Deltric Sdn Bhd ,MISC,RM, 259.38 ,COD,-,3-May-16,3-May-16,IV-01353,,-,3-May-16,-,-,,0,0,0,0,67,0,0,0 ,,
T,0079/16,20-Jan-16,Citra Warisan (M) Sdn Bhd ,-,1274,BW GasAlertMaxXT II ,RM," 3,666.00 ",COD,IR0079/16,SO0079/16,22-Jan-16,21-Jan-16,21-Jan-16,10572,10572,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30277,0,0,0 ,,
T,0080/16,21-Jan-16,Lotte Chemical Titan (M) Sdn Bhd ,-,4500623084,Servomex - Probe ,RM," 9,000.00 ",30 Days,IR0080/16,SO0080/16,2-Mar-16,2-Mar-16,2-Mar-16,10764,10764,-,-,yewking,26-Jan-2016,26-Jan-2016,3549,Servomex Asia Pacific Business Centre ,SERVOMEX ,EUR," 1,321.63 ",30 Days,-,23-Feb-16,23-Feb-16,,,FEDEX#7757 0743 4916,26-Feb-16,404.84,1416.18,,1,0,0,0,3,0,0,0 ,,
L,0081/16,21-Jan-16,Sankyu (Malaysia) Sdn Bhd ,-,ECSO/BPC/PO/2016/178,"Calibration charges for GasAlertMicroClip XT, Replacement Oxygen Sensor, Replacement Flex PCB ",RM," 2,450.00 ",30 Days,IR0081/16,SO0081/16,2-Feb-16,2-Feb-16,2-Feb-16,10629,10629,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30278,0,0,0 ,,
T,0082/16,21-Jan-16,Enotek Engineering Sdn Bhd ,-,E11156,BW GasAlertMicroClip XL ,RM ," 5,400.00 ",COD,IR0082/16,SO0082/16,22-Jan-16,22-Jan-16,22-Jan-16,10576,10576,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30278,0,0,0 ,,
T,0083/16,21-Jan-16,Pacific Rim Technical Instrumentation & Systems ,-,SP16-2354R,Michell - Calibration Service Exchange - Cermet II ,GBP," 3,800.00 ",30 Days,IR0083/16,SO0083/16 ,11-Feb-16,1-Mar-16,1-Mar-16,10756,,-,-,syairah,22-Jan-2016,22-Jan-2016,3545-R1,Michell Instruments Ltd ,MICH ,GBP ," 1,679.60 ",30 Days,A49384,25-Feb-16,24-Feb-16,,,FEDEX#7757 1841 3878,29-Feb-16,-,370.53,,1,1,0,0,2,0,0,0 ,,
L,0084/16,21-Jan-16,Millivest Sdn Bhd ,-,103000,Calibration charges for GasAlertMax XT II,RM , 300.00 ,30 Days,IR0084/16,SO0084/16,26-Jan-16,26-Jan-16,26-Jan-16,10587,10587,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30278,0,0,0 ,,
L,0085/16,21-Jan-16,Millivest Sdn Bhd ,-,104703,"Calibration charges for GasAlertMicroClip XT, Replacement Oxygen (O2) Sensor ",RM ," 1,200.00 ",30 Days,IR0085/16,SO0085/16,26-Jan-16,26-Jan-16,26-Jan-16,10586,10586,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30278,0,0,0 ,,
T,0086/16,22-Jan-16,Instruparts Engineering Sdn Bhd ,-,14989/SLH,Replacement Battery Kit for GasAlertMax XT II ,RM," 1,402.50 ",COD,IR0086/16,SO0086/16,26-Jan-16,22-Jan-16,22-Jan-16,10580,10580,-,-,rahimah,,,,,,,,,,,,,,,,,,"Inv#10580 Dtd: 22/1/2016 (Partial-RM1,100.00)",1,0,0,0,-30279,0,0,0 ,,
T,0086/16,22-Jan-16,Instruparts Engineering Sdn Bhd ,-,,,,,,,,16-Feb-16,16-Feb-16,16-Feb-16,10675,10675,-,-,rahimah,,,,,,,,,,,,,,,,,,,0,0,0,0,-30279,0,0,0 ,,
L,0087/16,22-Jan-16,Sermax Automation Sdn Bhd ,-,PA1601-337,"Calibration charges for G-Tectra, Replacement Oxygen Sensor ",RM," 2,030.00 ",30 Days,IR0087/16,SO0087/16,29-Jan-16,29-Jan-16,29-Jan-16,10615,10615,-,-,zaid,26-Jan-2016,26-Jan-2016,3550,Ancor Sdn Bhd,MISC,RM," 1,648.30 ",COD,-,28-Jan-2016,28-Jan-2016,I2195/16,,-,29-Jan-16,-,-,,1,0,0,0,2,0,0,0 ,,
L,0088/16,22-Jan-16,JSM Enterprise ,-,Verbal ,Calibration charges for MSA Altair 4X ,RM , 300.00 ,COD,IR0088/16,SO0088/16,22-Jan-16,22-Jan-16,22-Jan-16,10577,10577,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30279,0,0,0 ,,
L,0089/16,22-Jan-16,Intestmal Corporation Sdn Bhd ,-,Verbal ,"Calibration charges for GasAlertMicroClip XT, Replacement Oxygen Sensor, Replacement Flex PCB, Replacement Back Cover ",RM ," 3,610.00 ",COD,IR0089/16,SO0089/16,22-Jan-16,22-Jan-16,22-Jan-16,10578,10578,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30279,0,0,0 ,,
L,0090/16,22-Jan-16,Etec E&C (M) Sdn Bhd ,-,B1A2-C-PO-77,"Bacharach - MGS 150 Gas transmitter Series, Calibration Kits ",RM," 18,250.00 ",COD,IR0090/16,  SO0090/16  ,19-Feb-16,2-Mar-16,2-Mar-16,10763,10763,-,-,rahimah,26-Jan-2016,26-Jan-2016,3547-R2,"Bacharach, Inc",BACH,USD," 1,802.25 ",50 Days,-,23-Feb-16,23-Feb-16,,,FEDEX#6114 0438 6346,29-Feb-16, 481.00 ,456.9,,1,1,0,0,2,0,0,0 ,,
T,0091/16,22-Jan-16,Misc Berhad (Bunga Alamanda),-,ALA-15-0404,"Replacement main PCB with battery and screw, Replacement Flex PCB, Replacement O2 Sensor, Replacement CO Sensor, Replacement LEL Sensor ",RM ," 7,476.00 ",30 Days,IR0091/16,  SO0091/16  ,22-Jan-16,22-Jan-16,22-Jan-16,10582,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30279,0,0,0 ,,
T,0092/16,22-Jan-16,Petrotechnical Inspection (M) Sdn Bhd ,-,2016535,BW GasAlertClip Extreme 2 H2S ,RM ," 3,200.00 ",COD,IR0092/16,  SO0092/16  ,29-Jan-16,26-Jan-16,26-Jan-16,10584,10584,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30279,0,0,0 ,,
T,0093/16,22-Jan-16,Frontier Integrator Sdn Bhd ,-,PO1601_017,IR Point Gas Detector ,RM," 7,500.00 ",COD,IR0093/16,SO0093/16,24-Mar-16,2-Mar-16,2-Mar-16,10767,,-,-,firdaus,28-Jan-2016,28-Jan-2016,3553-R1,General Monitors,GM,USD," 5,562.40 ",30 Days,400460435,29-Feb-16,24-Feb-16,,,FEDEX#6590 9556 3599,29-Feb-16,1443.46,1130.99,Customer change PO.,1,0,0,0,4,0,0,0 ,,
T,0093/16,22-Jan-16,Garo Dott.Ing. Roberto Gabbionets S.P.A,-,6I16000430,,USD ," 7,500.00 ",COD,,,,,,,,,,firdaus,1-Feb-2016,1-Feb-2016,3553-A,General Monitors,GM,USD, 182.00 ,30 Days,-,18-Feb-16,18-Feb-16,,,FEDEX#7756 7398 9362,19-Feb-16,206.85,95.33,,0,0,0,0,6,0,0,0 ,,
T,0093/16,22-Jan-16,Garo Dott.Ing. Roberto Gabbionets S.P.A,-,6I16000430,,USD ," 7,500.00 ",COD,,,1-Jun-16,1-Jun-16,1-Jun-16,11184,,-,-,firdaus,,,,,,,,,,,,,,,,,,,0,0,0,0,-30279,0,0,0 ,,
T,0094/16,26-Jan-16,Sedia Teguh Sdn Bhd (Petronas Chemicals Derivatives Sdn Bhd) ,5305/2016,4120134464,BW GasAlertMicro 5 PID ,RM," 44,087.58 ",30 Days,IR0094/16,SO0094/16,7-Mar-16,10-Mar-16,10-Mar-16,10817,-,2016/741,-,rahimah,26-Jan-2016,26-Jan-2016,3546,BW,BW,USD," 6,337.50 ",30 Days,OC1079381,3-Mar-16,2-Mar-16,,,FEDEX#7757 8497 4290,8-Mar-16,1642.61,287.31,,1,1,0,0,1,0,0,0 ,,
L,0095/16,26-Jan-16,Eastern Soldar Engineering & Construction Sdn Bhd ,-,PO-19001/M2178/116,Calibration charges for GasAlertMax XT II ,RM , 300.00 ,COD,IR0095/16,SO0095/16,27-Jan-16,27-Jan-16,27-Jan-16,10595,10595,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30280,0,0,0 ,,
L,0096/16,26-Jan-16,SapuraKencana Nautilus Sdn Bhd ,-,4100014844,Calibration charges for GasAlertMax XT II ,RM , 300.00 ,30 Days,IR0096/16,SO0096/16 ,26-Jan-16,26-Jan-16,26-Jan-16,10592,10592,-,-,hafiz,,,,,,,,,,,,,,,,,,,1,0,0,0,-30280,0,0,0 ,,
L,0097/16,26-Jan-16,VY Electrical Engineering ,-,Verbal ,"Calibration charges for GasdAlertExtreme, Replacement CR2 Battery ",RM," 1,250.00 ",COD,IR0097/16,SO0097/16,26-Jan-16,26-Jan-16,26-Jan-16,10585,10585,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30280,0,0,0 ,,
T,0098/16,26-Jan-16,AMD Semarak Enterprise ,-,Verbal ,BW GasAlertMax XT II ,RM ," 3,562.50 ",COD,IR0098/16,SO0098/16,26-Jan-16,26-Jan-16,26-Jan-16,10590,10590,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30280,0,0,0 ,,
T,0099/16,26-Jan-16,Magtech (M) Sdn Bhd ,-,MA-PO0005-1601,BW GasAlertMax XT II ,RM ," 3,400.00 ",COD,IR0099/16,SO0099/16,27-Jan-16,27-Jan-16,27-Jan-16,10593,10593,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30280,0,0,0 ,,
P,0100/16,26-Jan-16,Kapar Energy Ventures Sdn Bhd ,-,PO739586,GF2 CEMS Analyser Reading Connected to DOE Office to Comply Environment Refulation ,RM ," 185,000.00 ",30 Days,IR0100/16,SO0100/16,17-Jun-16,,,,,,,yewking,29-Apr-2016,29-Apr-2016,3626,Servomex Asia Pacific Business Centre ,SERVOMEX ,EUR," 25,720.55 ",30 Days,531018618,2-Jun-16,25-May-16,,,FEDEX#7763 6660 8595,30-May-16,7292.94,,,1,0,1,0,67,1,0,1 ,,
T,0101/16,26-Jan-16,Sealink Sdn Bhd ,-,SSB-PO1601/2474,BW GasAlertMax XT II ,RM , 260.00 ,30 Days,IR0101/16,SO0101/16,26-Jan-16,26-Jan-16,26-Jan-16,10591,10591,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30280,0,0,0 ,,
T,0102/16,26-Jan-16,Exact Oil & Gas Sdn Bhd (ExxonMobil) ,PO 005/16,4501187735,"General Monitors - Control, Remote Test Gas ",RM," 1,603.55 ",30 Days,IR0102/16,SO0102/16,15-Feb-16,15-Feb-16,15-Feb-16,10660,-,011/16,-,firdaus,28-Jan-2016,28-Jan-2016,3552,General Monitors,GM,USD, 95.20 ,30 Days,400456416,3-Feb-16,3-Feb-16,,,FEDEX#6590 9556 3110,11-Feb-16, 5.00 ,365.44,Pro-Increase Place Sdn Bhd #Inv:00013005 Dtd: 8/3/2016 (RM159.00),1,0,0,0,3,0,0,0 ,,
L,0103/16,26-Jan-16,American Bureau of Shipping ,-,ABS041,"Calibration charges for GasAlertMicroClip XT, Replacement Oxygen Sensor, Replacement Flex PCB, Replacement Screen Sensor ",RM," 2,770.00 ",30 Days,IR0103/16,  SO0103/16  ,7-Apr-16,7-Apr-16,7-Apr-16,10945,10945,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30280,0,0,0 ,,
L,0104/16,26-Jan-16,Symmetry Medical Malaysia Sdn Bhd ,-,327941,Calibration charges for Fyrite Tech Oxygen Sensor ,RM , 200.00 ,60 Days ,IR0104/16, SO0104/16 ,28-Jan-16,28-Jan-16,28-Jan-16,10605,10605,-,-,omar ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30280,0,0,0 ,,
T,0105/16,26-Jan-16,Millivest Sdn Bhd ,-,104706,Replacement Oxygen Sensor ,RM , 700.00 ,30 Days,IR0105/16, SO0105/16 ,26-Jan-16,26-Jan-16,26-Jan-16,10588,10588,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30280,0,0,0 ,,
L,0106/16,27-Jan-16,Mersing Construction & Engineering Sdn Bhd ,-,RP90402/15,Calibration charges for GasAlertMax XT II ,RM , 300.00 ,COD,IR0106/16,SO0106/16,27-Jan-16,27-Jan-16,27-Jan-16,10594,10594,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30281,0,0,0 ,,
T,0107/16,27-Jan-16,Misc Berhad (Bunga Lavender) ,-,LVD160035A,Replacement CO Sensor ,RM ," 3,600.00 ",30 Days,IR0107/16,SO0107/16,5-Feb-16,5-Feb-16,5-Feb-16,10646,10646,-,-,rahimah ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30281,0,0,0 ,,
T,0108/16,27-Jan-16,Oceanic Chemicals and Instruments Sdn Bhd ,-,25519,BW GasAlertMax XT II ,RM ," 3,485.00 ",COD,IR0108/16,SO0108/16,28-Jan-16,28-Jan-16,28-Jan-16,10606,10606,-,-,rahimah ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30281,0,0,0 ,,
L,0109/16,27-Jan-16,Millivest Sdn Bhd ,-,20406,Calibration charges for GasAlertMax XT II ,RM , 300.00 ,30 Days,IR0109/16,SO0109/16,28-Jan-16,28-Jan-16,28-Jan-16,10607,10607,-,-,boonking,,,,,,,,,,,,,,,,,,,1,0,0,0,-30281,0,0,0 ,,
L,0110/16,27-Jan-16,Enotek Engineering Sdn Bhd ,-,E11162,Calibration charges for GasAlertMicroClip XT ,RM, 560.00 ,COD,IR0110/16,SO0110/16,29-Jan-16,29-Jan-16,29-Jan-16,10614,10614,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30281,0,0,0 ,,
T,0111/16,27-Jan-16,PMI-Technology Sdn Bhd ,-,7028617,BW GasAlertMax XT II ,RM," 3,800.00 ",COD,IR0111/16,SO0111/16,29-Jan-16,28-Jan-16,28-Jan-16,10604,,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30281,0,0,0 ,,
T,0112/16,27-Jan-16,JMS Singapore Pte Ltd,-,195673/0,Replacement ETO Sensor ,SGD, 565.00 ,COD,IR0112/16,SO0112/16,16-Feb-16,16-Feb-16,16-Feb-16,10674,10674,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30281,0,0,0 ,,
T,0113/16,28-Jan-16,Artist At Work Engineering & Services ,-,AW/1457/270116/EASB,Rental for Cylinder Gas SO2,RM, 300.00 ,COD,IR0113/16,SO0113/16,4-Feb-16,4-Feb-16,4-Feb-16,10640,10640,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30282,0,0,0 ,,
L,0114/16,28-Jan-16,Sime Darby Plantation Sdn Bhd ,-,4501722197,Calibration charges for GasAlertMicro 5 ,RM , 300.00 ,30 Days,IR0114/16,SO0114/16,29-Jan-16,29-Jan-16,29-Jan-16,10617,10617,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30282,0,0,0 ,,
L,0115/16,28-Jan-16,Dutch Lady Milk Industries Berhad ,-,4500080596,Calibration charges for Oxygen Analyzer ,RM , 900.00 ,COD,IR0115/16,SO0115/16,1-Feb-16,1-Feb-16,1-Feb-16,10619,10619,-,-,omar,,,,,,,,,,,,,,,,,,,1,0,0,0,-30282,0,0,0 ,,
T,0116/16,28-Jan-16,Pacific Rim Technical Instrumentation & Systems ,-,SP16-2358,Cermet II Hygrometer ,GBP," 4,160.00 ",30 Days,IR0116/16,SO0116/16,10-Mar-16,16-Feb-16,26-Feb-16,10728,,-,-,syairah,1-Feb-2016,1-Feb-2016,3554,Michell Instruments Ltd ,MICH ,GBP ," 2,295.60 ",30 Days,A49163,18-Feb-16,18-Feb-16,,,FEDEX#7756 7432 9345,24-Feb-16,-,402.06,,1,0,0,0,3,0,0,0 ,,
L,0117/16,28-Jan-16,Evergreen Fibreboard (Nilai) Sdn Bhd ,-,EWO-9384,Calibration charges for GasAlertAlertMax XT II ,RM ," 1,250.00 ",30 Days,IR0117/16,SO0117/16,2-Feb-16,2-Feb-16,2-Feb-16,10625,10625,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30282,0,0,0 ,,
L,0118/16,28-Jan-16,Sapura Acergy Sdn Bhd ,-,SASB-BDM-SCM-SC-0249-0,Calibration charges for BW GasAlertMicroClip XT,RM, 300.00 ,COD,IR0118/16,SO0118/16,29-Jan-16,29-Jan-16,29-Jan-16,10612,10612,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30282,0,0,0 ,,
L,0119/16,29-Jan-16,Millivest Sdn Bhd ,-,28726,Calibration charges for GasAlertMax XT II,RM, 300.00 ,30 Days,IR0119/16,SO0119/16,29-Jan-16,29-Jan-16,29-Jan-16,10616,10616,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30283,0,0,0 ,,
L,0120/16,29-Jan-16,Jaks Sdn Bhd ,-,Verbal ,Calibration charges for Altair 5X,RM , 300.00 ,COD,IR0120/16,SO0120/16,29-Jan-16,29-Jan-16,29-Jan-16,10613,10613,-,-,zaid ,,,,,,,,,,,,,,,,,,,1,0,0,0,-30283,0,0,0 ,,
T,0121/16,29-Jan-16,Polyflo Sdn Bhd ,-,12745,BW GasAlertMicro Clip XL ,RM ," 2,430.00 ",COD,IR0121/16,SO0121/16,26-Feb-16,29-Feb-16,29-Feb-16,10743,10743,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,1,0,0,-30283,0,0,0 ,,
T,0122/16,29-Jan-16,Cash Sales - Wang Ding Yik ,-,Verbal ,BW GasAlertMicro Clip XL ,RM ," 2,430.00 ",COD,IR0122/16,SO0122/16,26-Feb-16,29-Feb-16,29-Feb-16,10750,10750,-,-,rahimah ,,,,,,,,,,,,,,,,,,,1,1,0,0,-30283,0,0,0 ,,
L,0123/16,1-Feb-16,Polyscientific Enterprise Sdn Bhd ,-,PO-1026026,Calibration charges for GasAlertMax XT II ,RM , 255.00 ,30 Days,IR0123/16,SO0123/16,3-Feb-16,3-Feb-16,3-Feb-16,10636,10636,-,-,zaid,,,,,,,,,,,,,,,,,,,1,0,0,0,-30284,0,0,0 ,,
L,0124/16,1-Feb-16,Bumi Wangsa Sdn Bhd ,-,PO-16-236,"General Monitors - LEL Methane Gas, Calibration Cup",USD," 1,142.85 ",30 Days,IR0124/16,SO0124/16,15-Apr-16,31-May-16,31-May-16,11174,,-,-,firdaus,30-Mar-2016,30-Mar-2016,3601,General Monitors,GM,USD, 872.10 ,30 Days,400512877,8-Apr-16,12-Apr-16,,,176-6199 4181,27-Apr-16,244.18,3258.7,"Cargostream Sdn Bhd #Inv:CS1604/011 Dtd: 23/04/2016 (RM3,258.70) ",1,1,1,1,41,0,0,0 ,,
T,0125/16,1-Feb-16,Modular Construction Technology Sdn Bhd,-,PO10003406,BW GasAlertMax XT II ,RM ," 3,535.65 ",COD,IR0125/16,SO0125/16,26-Feb-16,4-Feb-16,4-Feb-16,10637,10637,-,-,rahimah,,,,,,,,,,,,,,,,,,,1,0,0,0,-30284,0,0,0 ,,
